ID,Start Date,Start Time,offensegroup,OFFENSE
12085,04/15/2022,22:02:00,property,theft/other
12086,04/11/2022,00:00:00,property,motor vehicle theft
12087,04/22/2022,11:44:00,property,theft/other
12088,06/10/2022,02:30:00,property,theft f/auto
12089,06/12/2022,00:00:00,property,theft f/auto
12090,06/16/2022,09:15:00,property,theft f/auto
12091,06/16/2022,16:03:00,property,theft f/auto
12092,06/16/2022,17:18:00,property,theft/other
12093,06/16/2022,17:54:00,property,motor vehicle theft
12094,05/30/2022,14:30:00,property,theft/other
12095,05/29/2022,21:00:00,property,theft f/auto
12096,05/01/2022,17:00:00,property,theft/other
12097,05/30/2022,15:36:00,property,theft f/auto
12098,05/26/2022,15:00:00,property,motor vehicle theft
12099,04/08/2022,15:25:00,property,theft/other
12100,04/08/2022,20:08:00,violent,robbery
12101,04/22/2022,14:00:00,violent,robbery
12102,04/28/2022,19:35:00,violent,assault w/dangerous weapon
12103,06/21/2022,23:07:00,violent,robbery
12104,04/08/2022,14:49:00,property,theft/other
12105,04/06/2022,20:00:00,property,theft f/auto
12106,04/07/2022,19:00:00,property,theft f/auto
12107,04/07/2022,22:30:00,property,theft f/auto
12108,04/15/2022,10:23:00,property,theft/other
12109,04/11/2022,18:00:00,property,theft f/auto
12110,04/22/2022,14:09:00,property,theft/other
12111,04/21/2022,19:00:00,property,theft f/auto
12112,04/28/2022,18:53:00,property,theft/other
12113,06/14/2022,18:30:00,property,theft f/auto
12114,06/21/2022,16:00:00,property,motor vehicle theft
12115,06/21/2022,20:00:00,property,theft f/auto
12116,06/22/2022,03:00:00,property,motor vehicle theft
12117,06/22/2022,05:18:00,property,theft f/auto
12118,06/27/2022,18:10:00,property,burglary
12119,05/28/2022,22:00:00,property,theft f/auto
12120,06/09/2022,20:00:00,property,theft f/auto
12121,06/10/2022,19:13:00,property,motor vehicle theft
12122,06/18/2022,23:04:00,property,motor vehicle theft
12123,06/18/2022,18:00:00,property,theft/other
12124,04/17/2022,21:26:00,violent,robbery
12125,04/18/2022,00:05:00,violent,assault w/dangerous weapon
12126,05/07/2022,16:05:00,violent,assault w/dangerous weapon
12127,05/31/2022,18:15:00,violent,assault w/dangerous weapon
12128,06/22/2022,21:40:00,property,theft f/auto
12129,06/24/2022,11:39:00,property,theft/other
12130,04/10/2022,16:50:00,property,theft/other
12131,04/17/2022,18:02:00,property,theft f/auto
12132,05/07/2022,09:30:00,property,theft f/auto
12133,05/07/2022,16:00:00,property,theft f/auto
12134,05/07/2022,15:00:00,property,motor vehicle theft
12135,05/07/2022,14:12:00,property,theft/other
12136,05/06/2022,20:00:00,property,theft f/auto
12137,05/07/2022,20:07:00,property,theft/other
12138,05/26/2022,12:30:00,property,theft/other
12139,05/25/2022,04:00:00,property,theft f/auto
12140,05/31/2022,16:33:00,property,motor vehicle theft
12141,05/30/2022,22:30:00,property,theft/other
12142,05/16/2022,12:00:00,property,motor vehicle theft
12143,05/31/2022,20:30:00,property,theft/other
12144,06/16/2022,08:50:00,property,theft/other
12145,06/24/2022,13:30:00,property,theft/other
12146,04/23/2022,23:52:00,violent,robbery
12147,04/23/2022,22:20:00,violent,robbery
12148,04/24/2022,00:45:00,violent,assault w/dangerous weapon
12149,05/13/2022,21:54:00,violent,robbery
12150,05/13/2022,22:56:00,violent,robbery
12151,05/13/2022,23:37:00,violent,assault w/dangerous weapon
12152,05/19/2022,22:00:00,violent,robbery
12153,05/19/2022,23:16:00,violent,robbery
12154,06/30/2022,02:38:00,property,burglary
12155,06/30/2022,12:30:00,property,theft f/auto
12156,04/23/2022,01:00:00,property,theft f/auto
12157,04/22/2022,18:20:00,property,theft f/auto
12158,05/13/2022,12:00:00,property,theft/other
12159,05/13/2022,21:11:00,property,theft/other
12160,05/20/2022,00:12:00,property,motor vehicle theft
12161,06/06/2022,15:37:00,property,burglary
12162,06/06/2022,03:00:00,property,theft f/auto
12163,06/06/2022,17:59:00,property,motor vehicle theft
12164,06/06/2022,10:00:00,property,theft f/auto
12165,06/06/2022,19:15:00,property,motor vehicle theft
12166,06/06/2022,00:00:00,property,theft f/auto
12167,06/06/2022,21:00:00,property,theft/other
12168,04/09/2022,09:17:00,property,theft/other
12169,04/12/2022,11:47:00,property,theft f/auto
12170,04/12/2022,12:20:00,violent,homicide
12171,04/30/2022,13:39:00,violent,robbery
12172,04/30/2022,13:29:00,violent,robbery
12173,04/12/2022,12:15:00,property,theft/other
12174,04/12/2022,13:51:00,property,theft/other
12175,04/19/2022,13:00:00,property,theft f/auto
12176,04/19/2022,08:30:00,property,theft/other
12177,03/05/2022,14:00:00,property,theft/other
12178,04/30/2022,10:30:00,property,theft/other
12179,04/29/2022,14:30:00,property,theft/other
12180,04/30/2022,12:54:00,property,theft/other
12181,04/29/2022,19:00:00,property,theft f/auto
12182,04/30/2022,11:52:00,property,theft f/auto
12183,05/04/2022,16:30:00,property,motor vehicle theft
12184,05/24/2022,17:30:00,property,theft f/auto
12185,05/24/2022,15:00:00,property,theft f/auto
12186,05/25/2022,19:46:00,property,theft/other
12187,06/11/2022,23:00:00,property,theft f/auto
12188,06/12/2022,02:52:00,property,theft/other
12189,06/18/2022,10:00:00,property,theft f/auto
12190,06/19/2022,10:11:00,property,theft/other
12191,06/30/2022,15:20:00,property,theft f/auto
12192,06/28/2022,23:00:00,property,theft f/auto
12193,07/06/2022,11:14:00,property,theft f/auto
12194,06/19/2022,16:00:00,property,theft/other
12195,05/26/2022,01:55:00,violent,robbery
12196,05/31/2022,13:00:00,violent,robbery
12197,06/24/2022,01:35:00,violent,robbery
12198,07/06/2022,06:00:00,property,theft f/auto
12199,07/05/2022,20:00:00,property,motor vehicle theft
12200,07/06/2022,15:51:00,property,theft f/auto
12201,05/06/2022,10:16:00,property,theft/other
12202,05/07/2022,08:26:00,property,theft/other
12203,05/06/2022,12:00:00,property,theft f/auto
12204,05/02/2022,15:00:00,property,theft f/auto
12205,05/27/2022,13:51:00,property,theft/other
12206,05/31/2022,11:40:00,property,burglary
12207,05/31/2022,11:35:00,property,theft f/auto
12208,06/17/2022,18:00:00,property,theft f/auto
12209,06/18/2022,18:12:00,property,theft/other
12210,06/18/2022,18:36:00,property,theft/other
12211,06/24/2022,02:49:00,property,burglary
12212,06/23/2022,18:00:00,property,motor vehicle theft
12213,06/24/2022,06:30:00,property,theft/other
12214,06/24/2022,04:00:00,property,burglary
12215,04/04/2022,22:00:00,property,theft f/auto
12216,06/30/2022,00:00:00,violent,assault w/dangerous weapon
12217,06/30/2022,03:05:00,violent,assault w/dangerous weapon
12218,04/11/2022,20:00:00,property,motor vehicle theft
12219,05/12/2022,17:00:00,property,theft f/auto
12220,05/13/2022,15:28:00,property,theft/other
12221,05/12/2022,11:35:00,property,theft/other
12222,05/13/2022,15:25:00,property,theft f/auto
12223,05/18/2022,12:55:00,property,theft f/auto
12224,05/18/2022,13:00:00,property,theft/other
12225,05/18/2022,10:50:00,property,theft/other
12226,06/03/2022,22:45:00,property,theft f/auto
12227,06/05/2022,17:00:00,property,theft/other
12228,06/06/2022,12:11:00,property,theft f/auto
12229,06/06/2022,13:00:00,property,theft/other
12230,10/05/2021,16:00:00,property,theft/other
12231,06/05/2022,00:05:00,property,theft f/auto
12232,06/03/2022,23:00:00,property,theft f/auto
12233,06/11/2022,15:00:00,property,motor vehicle theft
12234,05/31/2022,04:13:00,property,theft/other
12235,06/23/2022,11:10:00,property,theft f/auto
12236,06/30/2022,02:51:00,property,theft f/auto
12237,06/30/2022,04:19:00,property,theft/other
12238,06/30/2022,06:10:00,property,theft/other
12239,06/29/2022,15:15:00,property,theft/other
12240,04/29/2022,11:00:00,property,theft f/auto
12241,06/11/2022,20:56:00,violent,assault w/dangerous weapon
12242,05/06/2022,16:25:00,violent,homicide
12243,04/27/2022,17:00:00,property,theft f/auto
12244,05/18/2022,12:00:00,property,theft/other
12245,05/19/2022,14:00:00,property,theft/other
12246,05/19/2022,12:05:00,property,theft f/auto
12247,05/25/2022,12:30:00,property,theft f/auto
12248,05/25/2022,12:28:00,property,theft f/auto
12249,05/25/2022,15:06:00,property,theft/other
12250,05/25/2022,15:39:00,property,theft f/auto
12251,06/12/2022,07:13:00,property,motor vehicle theft
12252,06/18/2022,08:58:00,property,theft/other
12253,06/17/2022,20:30:00,property,theft f/auto
12254,07/04/2022,20:30:00,property,theft f/auto
12255,07/05/2022,22:10:00,property,theft/other
12256,04/04/2022,19:30:00,property,theft f/auto
12257,04/04/2022,17:00:00,property,theft f/auto
12258,05/06/2022,16:38:00,property,motor vehicle theft
12259,04/16/2022,16:30:00,property,theft f/auto
12260,05/06/2022,18:21:00,property,theft/other
12261,05/06/2022,20:02:00,violent,assault w/dangerous weapon
12262,05/13/2022,01:30:00,violent,homicide
12263,05/31/2022,02:15:00,violent,robbery
12264,06/18/2022,08:47:00,violent,homicide
12265,06/23/2022,19:20:00,violent,assault w/dangerous weapon
12266,04/11/2022,22:32:00,violent,robbery
12267,05/12/2022,16:00:00,property,theft/other
12268,05/13/2022,06:47:00,property,theft f/auto
12269,05/25/2022,15:00:00,property,theft/other
12270,05/30/2022,22:00:00,property,motor vehicle theft
12271,05/31/2022,00:37:00,property,theft/other
12272,05/31/2022,01:43:00,property,burglary
12273,05/30/2022,21:00:00,property,theft f/auto
12274,05/28/2022,12:30:00,property,motor vehicle theft
12275,05/12/2022,23:00:00,property,theft/other
12276,05/31/2022,08:40:00,property,theft/other
12277,06/17/2022,23:30:00,property,theft f/auto
12278,06/17/2022,06:00:00,property,motor vehicle theft
12279,06/18/2022,10:18:00,property,burglary
12280,03/29/2022,09:15:00,property,theft f/auto
12281,04/03/2022,11:12:00,property,theft/other
12282,04/11/2022,20:45:00,property,motor vehicle theft
12283,05/12/2022,23:15:00,property,theft f/auto
12284,05/13/2022,09:30:00,property,motor vehicle theft
12285,05/13/2022,09:51:00,property,theft/other
12286,05/19/2022,12:00:00,violent,robbery
12287,06/05/2022,23:05:00,violent,robbery
12288,06/06/2022,02:36:00,violent,assault w/dangerous weapon
12289,06/06/2022,05:21:00,violent,assault w/dangerous weapon
12290,06/06/2022,06:32:00,violent,robbery
12291,06/29/2022,21:00:00,violent,robbery
12292,04/11/2022,22:56:00,violent,robbery
12293,04/12/2022,01:56:00,violent,robbery
12294,04/18/2022,21:34:00,violent,assault w/dangerous weapon
12295,05/18/2022,08:59:00,property,theft f/auto
12296,06/05/2022,23:11:00,property,theft/other
12297,06/05/2022,14:00:00,property,theft/other
12298,06/06/2022,01:25:00,property,theft/other
12299,06/06/2022,03:08:00,property,burglary
12300,06/02/2022,12:30:00,property,theft f/auto
12301,06/05/2022,09:00:00,property,motor vehicle theft
12302,06/03/2022,12:30:00,property,theft f/auto
12303,06/23/2022,21:08:00,property,motor vehicle theft
12304,06/29/2022,14:20:00,property,burglary
12305,06/28/2022,23:00:00,property,theft f/auto
12306,06/29/2022,17:37:00,property,theft/other
12307,06/29/2022,15:30:00,property,theft f/auto
12308,06/29/2022,19:51:00,property,theft/other
12309,04/06/2022,23:50:00,property,theft f/auto
12310,04/15/2022,22:00:00,property,theft f/auto
12311,04/18/2022,23:26:00,property,motor vehicle theft
12312,05/18/2022,20:00:00,property,theft f/auto
12313,05/19/2022,13:50:00,property,theft f/auto
12314,05/19/2022,14:31:00,property,theft/other
12315,05/19/2022,06:34:00,property,theft/other
12316,05/23/2022,19:30:00,property,theft f/auto
12317,06/17/2022,22:49:00,violent,robbery
12318,06/17/2022,23:48:00,violent,assault w/dangerous weapon
12319,04/25/2022,15:22:00,violent,homicide
12320,05/30/2022,15:40:00,violent,assault w/dangerous weapon
12321,05/23/2022,17:30:00,property,theft f/auto
12322,05/24/2022,18:00:00,property,theft f/auto
12323,05/23/2022,18:45:00,property,theft/other
12324,05/24/2022,19:30:00,property,theft f/auto
12325,06/11/2022,15:11:00,property,theft f/auto
12326,06/11/2022,16:22:00,property,theft f/auto
12327,06/11/2022,11:00:00,property,theft f/auto
12328,06/11/2022,16:50:00,property,theft f/auto
12329,06/11/2022,09:15:00,property,theft f/auto
12330,06/17/2022,23:14:00,property,theft/other
12331,06/17/2022,19:00:00,property,motor vehicle theft
12332,06/17/2022,22:30:00,property,theft f/auto
12333,07/05/2022,16:35:00,property,theft/other
12334,07/05/2022,18:48:00,property,theft/other
12335,07/05/2022,22:42:00,property,motor vehicle theft
12336,04/19/2022,10:45:00,property,motor vehicle theft
12337,04/25/2022,08:11:00,property,motor vehicle theft
12338,04/24/2022,19:00:00,property,theft f/auto
12339,04/25/2022,07:53:00,property,theft f/auto
12340,04/23/2022,09:25:00,property,theft f/auto
12341,05/25/2022,11:53:00,property,motor vehicle theft
12342,05/30/2022,12:00:00,property,theft f/auto
12343,05/30/2022,11:00:00,property,theft f/auto
12344,05/30/2022,19:49:00,property,theft/other
12345,04/05/2022,05:06:00,violent,assault w/dangerous weapon
12346,05/01/2022,20:18:00,violent,robbery
12347,06/05/2022,14:28:00,violent,assault w/dangerous weapon
12348,06/05/2022,16:40:00,violent,robbery
12349,05/30/2022,21:22:00,property,theft/other
12350,05/28/2022,11:48:00,property,theft/other
12351,06/18/2022,02:29:00,property,theft/other
12352,06/21/2022,23:00:00,property,theft f/auto
12353,06/22/2022,21:45:00,property,motor vehicle theft
12354,06/23/2022,10:00:00,property,theft f/auto
12355,06/23/2022,13:15:00,property,theft f/auto
12356,04/04/2022,22:48:00,property,theft/other
12357,04/01/2022,13:57:00,property,theft/other
12358,04/04/2022,18:45:00,property,theft f/auto
12359,04/11/2022,13:05:00,property,theft/other
12360,04/11/2022,14:24:00,property,theft/other
12361,04/25/2022,16:36:00,property,theft/other
12362,05/01/2022,00:30:00,property,theft f/auto
12363,05/01/2022,13:52:00,property,theft/other
12364,01/25/2022,20:23:00,property,theft/other
12365,05/01/2022,20:33:00,property,motor vehicle theft
12366,06/04/2022,20:00:00,property,theft/other
12367,06/05/2022,16:57:00,property,theft/other
12368,06/05/2022,19:05:00,property,theft/other
12369,06/05/2022,21:00:00,property,theft/other
12370,06/23/2022,13:48:00,violent,robbery
12371,04/11/2022,17:15:00,violent,assault w/dangerous weapon
12372,04/18/2022,14:46:00,violent,assault w/dangerous weapon
12373,05/08/2022,11:26:00,violent,assault w/dangerous weapon
12374,06/11/2022,01:00:00,property,theft f/auto
12375,06/23/2022,12:29:00,property,theft f/auto
12376,06/22/2022,13:25:00,property,theft f/auto
12377,06/22/2022,13:03:00,property,theft f/auto
12378,06/29/2022,11:30:00,property,motor vehicle theft
12379,06/27/2022,09:00:00,property,theft f/auto
12380,06/29/2022,11:52:00,property,theft/other
12381,06/29/2022,12:15:00,property,theft/other
12382,06/28/2022,21:00:00,property,theft f/auto
12383,04/05/2022,21:00:00,property,theft f/auto
12384,04/10/2022,17:30:00,property,theft f/auto
12385,04/11/2022,02:00:00,property,motor vehicle theft
12386,04/15/2022,23:00:00,property,theft f/auto
12387,04/18/2022,02:00:00,property,theft f/auto
12388,04/18/2022,15:52:00,property,motor vehicle theft
12389,04/18/2022,15:17:00,property,theft f/auto
12390,04/18/2022,16:30:00,property,theft f/auto
12391,05/07/2022,09:00:00,property,theft f/auto
12392,05/08/2022,11:32:00,property,theft/other
12393,05/06/2022,22:30:00,property,theft f/auto
12394,05/06/2022,16:00:00,property,theft f/auto
12395,05/08/2022,14:00:00,property,theft/other
12396,05/08/2022,03:00:00,property,theft f/auto
12397,05/07/2022,20:00:00,property,theft/other
12398,05/14/2022,11:09:00,property,theft/other
12399,05/14/2022,00:01:00,property,theft f/auto
12400,05/13/2022,07:00:00,property,theft f/auto
12401,06/11/2022,10:18:00,property,theft/other
12402,06/10/2022,10:30:00,property,theft/other
12403,06/09/2022,19:30:00,property,theft f/auto
12404,06/11/2022,11:45:00,property,motor vehicle theft
12405,06/17/2022,00:01:00,property,theft f/auto
12406,05/14/2022,03:00:00,violent,robbery
12407,06/17/2022,14:45:00,property,theft/other
12408,05/14/2022,15:20:00,property,burglary
12409,07/05/2022,11:57:00,property,theft f/auto
12410,07/05/2022,11:46:00,property,theft f/auto
12411,07/05/2022,11:00:00,property,theft f/auto
12412,07/05/2022,09:30:00,property,theft f/auto
12413,04/04/2022,12:17:00,property,theft/other
12414,04/17/2022,18:00:00,property,theft f/auto
12415,04/14/2022,19:15:00,property,theft f/auto
12416,04/23/2022,05:00:00,property,theft f/auto
12417,04/24/2022,18:20:00,property,theft/other
12418,04/24/2022,18:51:00,property,theft/other
12419,04/24/2022,20:18:00,property,motor vehicle theft
12420,04/24/2022,12:50:00,property,theft f/auto
12421,02/14/2022,09:00:00,property,theft f/auto
12422,05/14/2022,00:00:00,property,theft f/auto
12423,05/20/2022,16:23:00,property,burglary
12424,05/19/2022,21:20:00,property,theft/other
12425,05/20/2022,20:06:00,property,theft f/auto
12426,06/15/2022,08:00:00,property,theft/other
12427,06/20/2022,08:00:00,property,theft/other
12428,06/21/2022,14:00:00,property,theft/other
12429,04/04/2022,18:04:00,violent,robbery
12430,04/02/2022,03:00:00,violent,sex abuse
12431,04/10/2022,23:06:00,violent,assault w/dangerous weapon
12432,05/01/2022,01:15:00,violent,assault w/dangerous weapon
12433,05/01/2022,02:45:00,violent,robbery
12434,05/26/2022,16:19:00,violent,robbery
12435,04/04/2022,10:00:00,property,motor vehicle theft
12436,03/29/2022,13:45:00,property,theft/other
12437,04/04/2022,19:01:00,property,motor vehicle theft
12438,04/04/2022,20:11:00,property,motor vehicle theft
12439,04/11/2022,02:01:00,property,theft/other
12440,05/01/2022,02:00:00,property,theft f/auto
12441,05/01/2022,01:15:00,property,theft f/auto
12442,05/01/2022,13:17:00,property,burglary
12443,05/20/2022,21:01:00,property,motor vehicle theft
12444,05/20/2022,21:30:00,property,theft f/auto
12445,05/21/2022,00:35:00,property,motor vehicle theft
12446,05/15/2022,12:00:00,property,theft/other
12447,05/26/2022,15:25:00,property,theft/other
12448,05/25/2022,21:00:00,property,theft f/auto
12449,05/25/2022,16:30:00,property,theft f/auto
12450,05/26/2022,17:28:00,property,theft/other
12451,06/23/2022,05:56:00,property,burglary
12452,06/23/2022,07:50:00,property,theft/other
12453,06/22/2022,08:08:00,property,theft/other
12454,06/28/2022,22:00:00,property,motor vehicle theft
12455,06/29/2022,00:40:00,property,theft f/auto
12456,06/28/2022,18:29:00,property,theft f/auto
12457,06/29/2022,05:23:00,property,burglary
12458,04/11/2022,11:09:00,violent,robbery
12459,07/05/2022,00:19:00,violent,assault w/dangerous weapon
12460,07/05/2022,05:31:00,violent,assault w/dangerous weapon
12461,04/04/2022,01:19:00,violent,robbery
12462,06/28/2022,17:15:00,property,theft f/auto
12463,04/11/2022,05:29:00,property,theft/other
12464,04/10/2022,11:10:00,property,motor vehicle theft
12465,04/09/2022,21:00:00,property,theft f/auto
12466,04/18/2022,04:20:00,property,burglary
12467,04/17/2022,20:00:00,property,motor vehicle theft
12468,04/18/2022,07:00:00,property,theft/other
12469,04/15/2022,17:00:00,property,theft f/auto
12470,05/06/2022,21:00:00,property,theft f/auto
12471,05/08/2022,10:29:00,property,theft f/auto
12472,05/14/2022,03:05:00,property,theft f/auto
12473,05/24/2022,18:00:00,property,theft f/auto
12474,05/24/2022,22:00:00,property,theft f/auto
12475,06/01/2022,00:14:00,property,motor vehicle theft
12476,06/01/2022,06:20:00,property,theft/other
12477,05/31/2022,19:30:00,property,theft f/auto
12478,06/01/2022,02:00:00,property,motor vehicle theft
12479,07/05/2022,00:25:00,property,theft/other
12480,07/05/2022,01:21:00,property,theft f/auto
12481,07/01/2022,16:00:00,property,burglary
12482,07/05/2022,03:00:00,property,motor vehicle theft
12483,05/14/2022,03:26:00,violent,assault w/dangerous weapon
12484,06/01/2022,10:32:00,violent,robbery
12485,06/06/2022,22:27:00,violent,robbery
12486,04/18/2022,14:09:00,property,theft/other
12487,04/12/2022,20:00:00,property,theft f/auto
12488,04/23/2022,20:00:00,property,theft f/auto
12489,04/24/2022,10:30:00,property,theft f/auto
12490,04/23/2022,00:00:00,property,theft f/auto
12491,04/23/2022,22:10:00,property,theft f/auto
12492,04/17/2022,13:00:00,property,theft/other
12493,05/14/2022,07:30:00,property,theft f/auto
12494,05/14/2022,06:07:00,property,theft f/auto
12495,05/20/2022,10:37:00,property,theft/other
12496,06/06/2022,21:40:00,property,theft/other
12497,06/06/2022,15:30:00,property,theft/other
12498,06/06/2022,19:00:00,property,theft f/auto
12499,04/01/2022,00:25:00,property,theft/other
12500,04/04/2022,10:56:00,property,theft f/auto
12501,04/02/2022,12:00:00,property,theft/other
12502,03/28/2022,13:00:00,property,burglary
12503,04/10/2022,16:11:00,property,theft f/auto
12504,04/10/2022,16:00:00,property,theft/other
12505,05/20/2022,13:27:00,violent,homicide
12506,06/13/2022,05:20:00,violent,robbery
12507,06/13/2022,06:22:00,violent,robbery
12508,06/13/2022,05:32:00,violent,robbery
12509,05/12/2022,15:55:00,property,theft/other
12510,02/02/2022,15:02:00,property,theft/other
12511,05/20/2022,14:40:00,property,theft/other
12512,05/25/2022,18:00:00,property,theft/other
12513,05/22/2022,12:00:00,property,theft f/auto
12514,05/25/2022,09:15:00,property,theft f/auto
12515,05/26/2022,11:39:00,property,theft/other
12516,06/18/2022,20:17:00,property,theft/other
12517,07/01/2022,00:00:00,property,theft/other
12518,06/30/2022,16:13:00,property,theft f/auto
12519,07/01/2022,10:21:00,property,theft/other
12520,07/06/2022,16:00:00,property,theft f/auto
12521,07/07/2022,05:06:00,property,burglary
12522,07/02/2022,21:40:00,property,theft/other
12523,07/06/2022,08:34:00,property,theft/other
12524,07/06/2022,23:30:00,property,theft f/auto
12525,05/27/2022,15:54:00,violent,robbery
12526,06/01/2022,22:50:00,violent,assault w/dangerous weapon
12527,05/16/2022,09:40:00,violent,robbery
12528,06/19/2022,08:59:00,violent,robbery
12529,06/19/2022,12:18:00,violent,assault w/dangerous weapon
12530,06/19/2022,01:35:00,violent,robbery
12531,06/19/2022,13:50:00,violent,robbery
12532,06/07/2022,11:30:00,violent,assault w/dangerous weapon
12533,05/26/2022,15:00:00,property,theft f/auto
12534,05/27/2022,06:00:00,property,theft f/auto
12535,05/27/2022,06:41:00,property,theft f/auto
12536,06/02/2022,01:59:00,property,theft f/auto
12537,06/02/2022,00:59:00,property,theft/other
12538,06/01/2022,22:00:00,property,theft f/auto
12539,05/16/2022,03:30:00,property,burglary
12540,05/14/2022,19:00:00,property,theft/other
12541,05/16/2022,12:30:00,property,theft/other
12542,05/16/2022,12:30:00,property,theft f/auto
12543,05/16/2022,13:32:00,property,theft f/auto
12544,06/18/2022,21:45:00,property,theft f/auto
12545,06/01/2022,23:00:00,property,theft f/auto
12546,06/02/2022,12:56:00,property,theft/other
12547,05/28/2022,22:08:00,property,theft/other
12548,06/07/2022,07:30:00,property,theft f/auto
12549,06/01/2022,00:01:00,property,theft f/auto
12550,06/07/2022,21:00:00,property,theft f/auto
12551,05/03/2022,13:25:00,violent,robbery
12552,06/14/2022,00:30:00,violent,assault w/dangerous weapon
12553,04/22/2022,16:00:00,property,theft/other
12554,04/27/2022,00:00:00,property,motor vehicle theft
12555,04/20/2022,08:50:00,property,motor vehicle theft
12556,04/26/2022,13:38:00,property,theft/other
12557,05/02/2022,15:45:00,property,theft f/auto
12558,05/02/2022,09:15:00,property,theft f/auto
12559,06/26/2022,16:02:00,property,motor vehicle theft
12560,07/02/2022,03:14:00,property,theft f/auto
12561,07/02/2022,03:10:00,property,theft/other
12562,07/01/2022,23:00:00,property,theft f/auto
12563,06/19/2022,16:00:00,property,theft/other
12564,06/29/2022,12:20:00,property,theft f/auto
12565,06/30/2022,18:32:00,property,theft f/auto
12566,06/30/2022,16:44:00,property,theft/other
12567,06/07/2022,19:30:00,property,theft f/auto
12568,06/14/2022,04:15:00,property,theft/other
12569,06/13/2022,21:30:00,property,theft f/auto
12570,05/02/2022,21:00:00,property,theft/other
12571,05/09/2022,23:43:00,violent,assault w/dangerous weapon
12572,05/22/2022,17:40:00,violent,robbery
12573,06/19/2022,22:45:00,violent,robbery
12574,05/10/2022,09:30:00,violent,assault w/dangerous weapon
12575,05/03/2022,15:13:00,property,theft/other
12576,05/09/2022,20:50:00,property,theft/other
12577,05/06/2022,22:00:00,property,theft f/auto
12578,05/10/2022,00:56:00,property,motor vehicle theft
12579,05/10/2022,08:10:00,property,theft/other
12580,05/05/2022,18:00:00,property,theft/other
12581,05/16/2022,06:47:00,property,theft/other
12582,05/19/2022,20:00:00,property,theft/other
12583,05/22/2022,14:30:00,property,theft f/auto
12584,05/22/2022,17:11:00,property,theft/other
12585,05/20/2022,00:00:00,property,theft/other
12586,05/20/2022,22:30:00,property,theft f/auto
12587,05/27/2022,12:00:00,property,theft f/auto
12588,07/01/2022,01:30:00,property,theft f/auto
12589,07/01/2022,00:00:00,property,theft f/auto
12590,07/06/2022,16:30:00,property,theft/other
12591,07/06/2022,18:50:00,property,theft/other
12592,06/19/2022,20:49:00,property,burglary
12593,06/17/2022,10:00:00,property,theft f/auto
12594,06/19/2022,12:00:00,property,theft f/auto
12595,06/20/2022,09:45:00,property,theft/other
12596,06/19/2022,23:30:00,property,theft f/auto
12597,06/18/2022,10:00:00,property,theft/other
12598,06/24/2022,10:00:00,property,motor vehicle theft
12599,06/25/2022,12:00:00,property,motor vehicle theft
12600,05/10/2022,10:01:00,property,theft f/auto
12601,05/07/2022,15:00:00,property,theft/other
12602,05/15/2022,22:15:00,violent,robbery
12603,05/16/2022,00:45:00,violent,robbery
12604,05/27/2022,12:15:00,violent,robbery
12605,04/12/2022,15:45:00,violent,robbery
12606,07/01/2022,11:22:00,violent,assault w/dangerous weapon
12607,05/15/2022,01:00:00,property,theft f/auto
12608,05/13/2022,22:02:00,property,motor vehicle theft
12609,05/22/2022,07:04:00,property,theft/other
12610,05/28/2022,10:08:00,property,theft/other
12611,05/27/2022,01:00:00,property,theft f/auto
12612,05/28/2022,10:00:00,property,motor vehicle theft
12613,06/02/2022,18:00:00,property,theft/other
12614,06/02/2022,19:05:00,property,theft/other
12615,06/02/2022,19:54:00,property,theft/other
12616,06/02/2022,14:00:00,property,theft f/auto
12617,07/06/2022,16:30:00,property,theft f/auto
12618,04/05/2022,18:00:00,property,theft f/auto
12619,04/06/2022,06:46:00,property,motor vehicle theft
12620,04/05/2022,16:30:00,property,theft f/auto
12621,04/05/2022,23:00:00,property,theft/other
12622,04/06/2022,10:15:00,property,theft f/auto
12623,06/25/2022,14:12:00,property,theft/other
12624,06/24/2022,07:00:00,property,motor vehicle theft
12625,06/24/2022,22:30:00,property,motor vehicle theft
12626,07/01/2022,13:10:00,property,theft/other
12627,07/01/2022,14:33:00,violent,homicide
12628,05/27/2022,20:44:00,violent,robbery
12629,05/19/2022,15:00:00,property,theft f/auto
12630,05/22/2022,12:45:00,property,theft/other
12631,06/03/2022,00:04:00,property,theft f/auto
12632,06/02/2022,20:45:00,property,theft f/auto
12633,06/03/2022,01:51:00,property,theft f/auto
12634,06/08/2022,13:37:00,property,theft f/auto
12635,05/24/2022,16:41:00,property,theft/other
12636,06/08/2022,15:07:00,property,theft/other
12637,04/12/2022,20:30:00,property,motor vehicle theft
12638,04/12/2022,21:10:00,property,motor vehicle theft
12639,04/12/2022,22:12:00,property,motor vehicle theft
12640,04/12/2022,22:42:00,property,theft/other
12641,04/12/2022,17:00:00,property,motor vehicle theft
12642,07/01/2022,14:22:00,property,theft/other
12643,06/30/2022,23:45:00,property,theft f/auto
12644,07/01/2022,11:53:00,property,burglary
12645,07/06/2022,13:00:00,property,theft/other
12646,05/27/2022,20:27:00,property,theft/other
12647,05/28/2022,00:30:00,violent,robbery
12648,05/28/2022,02:53:00,violent,robbery
12649,05/28/2022,05:56:00,violent,robbery
12650,06/02/2022,14:01:00,violent,assault w/dangerous weapon
